2752,,
General,0.0.3,Damage Scaling will no longer affect Online Matches.
Forsburn,0.13.0,Neutral Air Hits 1 and 2 Hitstun increased from .3 > .6. This is to prevent Auto Cancelled nairs from punishing the Forsburn player at low percents while still reducing guaranteed follow ups at high percents.
Forsburn,0.13.0,Neutral Air Hit 1 Angle Changed so you can tech it with good DI close to the ground.
Forsburn,0.13.0,Neutral Air Hits 1 and 2 Damage reduced from 2 > 1.
Forsburn,0.13.0,Up Tilt Hits 1 and 2 Damage reduced from 3 > 2.
Forsburn,0.13.0,Down Air Hits 1 and 2 Damage reduced from 10 > 8.
Forsburn,0.13.0,Back Air Strong Hit Damage reduced from 11 > 10.
Forsburn,0.13.0,Dash Attack Damage reduced from 9 > 8.
Forsburn,0.13.0,"Hit 1 Nair - Angle 120 > 135, KBG 15 > 25"
Forsburn,0.13.0,Hit 2 Nair - KBG 15 > 25
Forsburn,0.13.1,The Clone’s combust startup has been reduced from 11 to 6 frames. The startup is too long to match the reward of landing a Clone Combust.
Forsburn,0.13.1,Forsburn Clone will now collect the Tower of Heaven tome for his owner.
Forsburn,0.13.2,Bug fix: Fixed a crash involving the Clone creating shrapnel from exploding a rock.
Forsburn,0.14.0,Getting hit by a move with over 15 knockback will cause Forsburn to lose all smoke charges.
Forsburn,0.14.0,Uspecial upward leniency 96 > 50. Makes recovering from below the stage a bit more strict.
Forsburn,0.14.0,Nair landing lag 6 > 7.
Forsburn,0.14.0,Dair landing lag 7 > 8.
Forsburn,0.14.0,Dair spike angle 270 > 290.
Forsburn,0.14.0,Whiff landing lag added to Dair and Nair.
Forsburn,0.14.0,Dash attack base knockback 7 > 8.
Forsburn,0.14.0,"Forsburn now gets smoke on inhale 5 frames later, meaning he can be interrupted more easily."
Forsburn,0.14.0,Whifflag on dstrong 0 > 30 (normally 20 endlag).
Forsburn,0.14.0,"Directional input for Fspecial is read earlier in the attack, preventing accidental side swapping with the clone."
Forsburn,0.14.0,Fstrong hit 1 causes Kragg to lose more speed than before so that Forsburn isn't punished for turning Kragg around when spaced properly.
Forsburn,0.14.1,Jumpspeed: 11 > 10.99 (prevents Forsburnburn full hop from sometimes reaching Blazing Hideouts platform)
Forsburn,0.15.0,"All of Forsburn's aerials autocancel on the last 5 frames of the attack except for the following: 
Forsburn Bair: 8 frames of landing lag
Forsburn Dair: 8 frames of landing lag"
Forsburn,0.15.0,"Whiff lag removed on everything but dash attacks
Forsburn dattack: 16 recovery, 24 whiff > unchanged
Forsburn dsmash: 20 recovery, 30 whiff > 24 recovery"
Forsburn,0.15.0,Run speed 5.75 > 6
Forsburn,0.15.0,Max air speed 4 > 5
Forsburn,0.15.0,Ground friction .5 > .4
Forsburn,0.15.0,"Hurtbox removed from dagger on Utilt, Dash attack, Ustrong, Fstrong, Bair, Dair, and Nair"
Forsburn,0.15.0,Jab startup 6 > 4
Forsburn,0.15.0,Dtilt hitbox extended to match animation better
Forsburn,0.15.0,Fair knockback angle 75 > 70
Forsburn,0.15.0,Uair hitbox duration 15 > 10
Forsburn,0.15.0,"Uair full move duration shortened by 3 frames (active window frames 16 > 11, recovery window frames 6 > 8)"
Forsburn,0.15.0,Dair knockback angle 361 > 40
Forsburn,0.15.0,Dair first hitbox moved and resized to match animation better
Forsburn,0.15.0,Dair endlag 18 > 20
Forsburn,0.15.0,Sourspot hitbox added to nair (to match animation)
Forsburn,0.15.0,Nair final hitbox made smaller to match animation better
Forsburn,0.15.0,Fstrong startup 8 > 10
Forsburn,0.15.0,Fstrong knockback scaling 1.0 > 0.8
Forsburn,0.15.0,Fstrong/Ustrong hitstun no longer scales with charge. They now have full hitstun regardless of charge
Forsburn,0.15.0,Can no longer destroy his own smoke by attacking it
Forsburn,0.15.0,Simple effects no longer cause all smoke to be the default color
Forsburn,0.15.0,Smoke charge can no longer be knocked out of Forsburn
Forsburn,0.15.0,Inhale endlag 16 > 22
Forsburn,0.15.0,Smoke charge can now be used to empower Nspecial and Fspecial
Forsburn,0.15.0,Fully charged Nspecial will release a large formation of clouds all at once and restore Forsburn’s double jump. This can be used to recover when Forsburn is in a pinch.
Forsburn,0.15.0,"While a clone is active, you can no longer use Nspecial or Dspecial"
Forsburn,0.15.0,Clone explosion attack is now triggered with Dspecial
Forsburn,0.15.0,Clone switches between attack mode and evade mode when you press Nspecial or Fspecial
Forsburn,0.15.0,Clone no longer disappears after it uses Uspecial
Forsburn,0.15.0,"Spawning clone while Dspecial is fully charged will spawn a super clone, which is permanently in attack mode"
Forsburn,0.15.0,Super clone will attack every 2 seconds
Forsburn,0.15.0,"Super clone will attack when you press Nspecial or Fspecial, resetting the attack timer"
Forsburn,0.15.0,Clone now taunts when his owner does
Forsburn,0.15.1,Forsburn Ustrong Knockback Scaling 1.25 > 1.15
Forsburn,0.15.1,Forsburn Dstrong Knockback Scaling 1.1 > 1.05
Forsburn,0.15.2,Jab 1 startup increased from 4 to 5 frames.
Forsburn,0.15.2,Up Special now consumes Forsburn’s smoke charges. The empowered Up Special does not put Forsburn in special fall and allows him to quickly up special again for an improved recovery. 
Forsburn,0.15.2,Bug Fix: Up Strong 2 can now be triggered by just pressing the strong button.
Forsburn,0.15.2,"Bug Fix: Clone is now invincible on the first frame he spawns, preventing the strange interaction of the clone taking knockback instead of being destroyed."
Forsburn,0.15.2,Max air speed reverted back from 5 to 4.
Forsburn,0.15.2,Dash attack can no longer hit backward.
Forsburn,0.15.2,Combust hitbox and hurtbox centered.
Forsburn,0.15.2,"Uair frame data reverted (10 > 15 hitbox active frames, 11 > 16 active window frames, 8 > 6 recovery frames)"
Forsburn,0.15.2,Uair base knockback now gradually decreases during its active frames. (8 > 4)
Forsburn,0.15.5,Hit Cancelling mechanic added. Specific values can be found here: http://i.imgur.com/hb1OVAA.png
Forsburn,0.15.5,Forsburn can now cancel his cape into attack instead of using strong attacks. Use strong attack again to get the knife.
Forsburn,0.15.5,Clone cooldown when hit by an opponent increased from 1 second to 3 seconds.
Forsburn,0.15.5,Clone can no longer die off the side blastzones.
Forsburn,0.15.5,Clone will no longer make an explosion effect when dying off the bottom blastzone.
Forsburn,0.15.5,"Neutral Air Damage 1, 1, 5 > 2, 2, 4."
Forsburn,0.15.5,Down Air Damage (both hits) 8 > 10.
Forsburn,0.15.5,Up Air Damage 6 > 7.
Forsburn,0.15.6,Forsburn now will look for nearby ground when teleporting into a smoke cloud. He will also be able to act immediately if he lands on ground that is inside a smoke cloud.
Forsburn,0.15.9,Down Air hit 1 knockback scaling increased from .5 > .6
Forsburn,0.15.9,Down Air hit 1 knockback angle changed from 40 > 35
Forsburn,0.15.9,Down Air hit 2 knockback scaling increased from .5 > .7
Forsburn,0.15.9,Combust knockback scaling decreased from 1.0 > 0.9
Forsburn,0.15.9,Combust sweet spot added with knockback scaling 1.1.
Forsburn,0.15.9,Forward Strong hit 2 damage increased from 8 > 12.
Forsburn,0.15.9,Up Strong hit 2 damage increased from 8 > 12.
Forsburn,0.15.9,Back Air sweetspot damage increased from 10 > 13.
Forsburn,0.15.9,Down Air damage increased from 10 > 12.
Forsburn,0.15.9,Up Special vertical leniency now allows for more maneuverability 50 > 96.
Forsburn,0.15.9,Up Special landing lag increased from 16 > 20.
Forsburn,0.15.9,Up Special landing lag reduced to 10 frames if you reappear in the air.
Forsburn,0.15.9,Empowered Neutral Special and Up Special removed.
Forsburn,0.15.9,Getting parried now removes your smoke charges.
Forsburn,0.15.9,Super Clone now leaves 4 clouds of smoke when destroyed.
Forsburn,0.15.10,Down Air hit 1 knockback scaling remains at .5 (briefly increased to .6 in 0.15.9)
Forsburn,1.1.2,"UpStrong hit 1 (cape) replaced with a shorter, wider cape swing"
Forsburn,1.1.2,Bair sweetspot active frames increased from 2 > 3
Forsburn,1.1.2,Bair sourspot active frames increased from 6 > 13
Forsburn,1.1.2,Both Bair hitboxes made bigger and moved to match animation better
Forsburn,1.1.2,Bair whifflag decreased from 7 > 3
Forsburn,1.1.2,Nair1 front hitbox active frames increased from 1 > 3
Forsburn,1.1.2,Up Strong Startup has been increased from 12 to 14 frames.
Forsburn,1.1.2,Uspecial hitstun modifier increased from .85 > 1.0
Forsburn,1.1.2,Uspecial base knockback increased from 6 > 8
Forsburn,1.1.2,Fspecial is now hidden/silent when used behind smoke (so sneaky)
Forsburn,1.2.0,Sending Hitbox Normalization: Forsburn’s Combust sweetspot knockback has been increaesd from 4+1.1 > 7+1.3. Sourspot increased from 4+0.9 > 6+1.1.
Forsburn,1.2.0,"Kragg’s rock is no longer destroyed by Etalus uair, Wrastor Dair hit 1, or Forsburn cape. These moves now interact with the rock by moving it instead of outright breaking it."
Forsburn,1.2.2,Clone explosion command duration has been increased from 6 > 7 frames.
Forsburn,1.2.2,Clone attacks while Forsburn is poisoned no longer cause damage to Forsburn.
Forsburn,1.3.0,Ustrong final hit KB decreased from 8 + 1.15 > 8 + 1.1.
Forsburn,1.3.0,Bair strong hit active frames decreased from 3 > 2.
Forsburn,1.3.0,Bair weak hit active frames decreased from 16 > 14.
Forsburn,1.3.0,"Bair endlag increased from 6 > 8 on hit and 9 > 12 on whiff.
(The full move duration remains unchanged on hit, so comboing off of bair will be the same as before.)"
Forsburn,1.3.0,Smoke is now cleared on death.
Forsburn,1.3.0,Clone no longer switches AI modes when the joystick is moved to neutral/sideways immediately after inputting Uspecial
Forsburn,1.3.2,Smoke is now destroyed by steam and Elliana’s uTilt.
Forsburn,1.3.2,Holding the special button will prevent clone from jumping or using Uspecial while offstage.
Forsburn,1.3.3,Forsburn’s clone will no longer use the default color for Elliana’s mine when it is stuck.
Forsburn,1.3.5,"Clones will not jump for 10 frames after you release the Special button.
This change is to make it possible to command super clone to attack offstage while still preventing his jump, since previously he would jump on the frame that you released special."
Forsburn,1.4.0,Removed invincibility from clone creation.
Forsburn,1.4.0,"Shortly after starting Forward Special, it will now go on a cooldown. This makes it so you can’t Forward Special again immediately if it’s interrupted."
Forsburn,1.4.0,Forsburn no longer retains smoke charges when super clone dies from the bottom blastzone.
Forsburn,1.4.0,"Parrying clone explosion now allows you to cancel parry’s endlag, like other projectiles."
Forsburn,1.4.0,Forsburn can now use regular Down Special immediately after the clone explodes.
Forsburn,1.4.0,Forward Air decreased in size to match animation better.
Forsburn,1.4.0,"Up Air active frames decreased from 16 to 10. Endlag added so that it’s the same on hit, but has more whifflag."
Forsburn,1.4.0,Getting interrupted while performing Forward Special or Neutral Special while fully charged now causes you to lose all smoke charges.
Forsburn,1.4.1,Down Air hit-2 hitbox now matches the animation better.
Forsburn,1.4.1,Combust hitstun scaling decreased from 1.0 > 0.8.
Forsburn,1.4.2,Forsburn’s techroll framedata has been normalized to [20 – 14] from [19 – 14].
Forsburn,1.4.3,Clone will no longer get locked out of exploding if his first explosion is interrupted (such as pillar breaking under him during the move’s startup).
Forsburn,1.4.6,Forsburn Fspecial cooldown now activates on frame 4 (as soon as the sound effect starts) instead of on frame 10
Forsburn,1.4.6,Forsburn no longer makes noise when walking on Tower of Heaven's grass while behind smoke
Forsburn,1.4.6,Forsburn no longer produces a star effect when fastfalling behind smoke
Forsburn,1.4.9,Fstrong and Ustrong can no longer be cancelled into jab/tilts after being parried (required hitting another player/object at the same time as getting parried).
Forsburn,1.4.9,Fspecial cooldown icon added to the bottom HUD.
Forsburn,1.4.9,Buddies will no longer follow Forsburn when he has a clone out or is behind smoke.
Forsburn,1.4.10 - Hotfix ,Fspecial cooldown indicator will now only activate after the clone is destroyed.
Forsburn,1.4.11 - Hotfix,The background creatures on The Forest Floor will no longer watch Forsburn when he’s behind smoke or has a clone out.
Forsburn,1.4.12 - Hotfix,Nair animation cleaned up (Increased disjoint of hits 1 and 2 as a result)
Forsburn,1.4.13,Uspecial hit lockout reduced from 20 > 0.
Forsburn,1.4.13,Dspecial hurtbox adjusted to match sprite better.
Forsburn,1.4.14,Super clone will now switch to evade mode when his target is invincible.
Forsburn,1.4.14,Non-super clones will now be destroyed when the real Forsburn is hit (unless it has already started exploding with Dspecial).
Forsburn,1.4.15,Charged Fspecial now has invincibility when spawning the super clone that lasts 4 frames after the clone is created (19 frames of invincibility total).
Forsburn,1.4.17,Combust sweetspot knockback decreased from 7 + 1.3 > 7 + 1.2.
Forsburn,1.4.17,Champion Forsburn’s clone will now hold taunt while you do.
Forsburn,1.4.17 - Hotfix,Forsburn is no longer unable to use the dodge button while his clone is in hitpause.
